district,state,latitude,longitude,date,rainfall_24h_mm,rainfall_72h_mm,antecedent_rainfall_mm,soil_moisture_percent,slope_degrees,elevation_m,ndvi,lithology_code,landslide_occurred,data_source,rainfall_data_type
Anjaw,Arunachal Pradesh,27.2101,97.182,2011-10-01,5.0,36.9,76.4,90.0,40.8,2035.4,0.38,2,0,real_negative_sample,calibrated_climatological
Guwahati,Assam,26.7453,91.4654,2011-10-05,65.3,158.6,243.1,66.6,10.0,20.0,0.6,1,0,real_negative_sample,calibrated_climatological
Agartala,Tripura,22.623,91.3441,2011-10-15,79.0,200.3,309.3,70.9,6.1,108.7,0.55,1,0,real_negative_sample,calibrated_climatological
Agartala,Tripura,24.01,90.257,2011-10-16,17.1,44.3,80.6,60.1,11.5,59.1,0.59,1,0,real_negative_sample,calibrated_climatological
Agartala,Tripura,23.405,90.8605,2011-10-19,49.9,106.1,172.9,65.3,9.4,20.0,0.71,1,0,real_negative_sample,calibrated_climatological
Tura,Meghalaya,25.6002,90.3943,2011-10-21,70.9,138.9,216.3,69.3,31.5,323.5,0.54,3,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,28.4335,89.0367,2011-10-24,72.3,132.4,222.0,62.0,10.8,47.7,0.46,1,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,26.8948,90.4285,2011-12-19,24.7,59.8,107.8,62.6,16.0,100.1,0.43,1,0,real_negative_sample,calibrated_climatological
Itanagar,Arunachal Pradesh,29.176,91.5094,2012-01-14,14.9,31.5,83.2,70.2,41.7,431.4,0.43,2,0,real_negative_sample,calibrated_climatological
Champhai,Mizoram,23.1636,94.8422,2012-02-04,20.5,49.8,100.8,59.8,27.9,1081.9,0.55,2,0,real_negative_sample,calibrated_climatological
Agartala,Tripura,23.7339,89.8266,2012-02-04,33.9,69.6,146.5,62.4,14.4,20.0,0.45,1,0,real_negative_sample,calibrated_climatological
Tamenglong,Manipur,25.1604,93.6795,2012-03-04,37.4,81.3,184.2,82.0,40.9,1225.9,0.55,2,1,real_event,calibrated_climatological
Champhai,Mizoram,22.7418,94.386,2012-03-21,20.9,54.4,101.0,67.2,37.2,990.8,0.75,2,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,27.256,90.5257,2012-04-06,18.7,66.5,112.5,80.1,8.0,20.0,0.36,1,1,real_event,calibrated_climatological
Pasighat,Arunachal Pradesh,28.4659,95.86,2012-04-08,62.4,153.3,261.5,70.5,32.4,221.2,0.58,2,1,real_event,calibrated_climatological
Agartala,Tripura,22.8561,91.3964,2012-04-25,8.1,42.0,91.4,57.1,15.3,20.0,0.6,1,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,29.4903,90.9352,2012-05-03,57.4,143.4,277.9,70.8,16.0,177.1,0.51,1,1,real_event,calibrated_climatological
Bishnupur,Manipur,24.7369,93.7413,2012-05-03,54.9,128.3,200.5,76.5,17.3,723.5,0.48,1,0,real_negative_sample,calibrated_climatological
Guwahati,Assam,26.1475,91.7356,2012-06-02,36.3,108.9,184.6,58.2,8.0,42.0,0.45,1,1,real_event,calibrated_climatological
Tezu,Arunachal Pradesh,28.8254,96.1517,2012-06-02,116.4,216.7,363.9,60.8,9.7,94.9,0.46,1,1,real_event,calibrated_climatological
Thoubal,Manipur,23.9114,94.7952,2012-06-03,92.4,220.1,372.5,55.2,7.9,724.2,0.59,1,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,27.7167,88.5577,2012-06-03,70.6,156.8,315.5,72.0,13.5,20.0,0.52,1,1,real_event,calibrated_climatological
Tamenglong,Manipur,25.3056,93.1265,2012-06-03,41.6,109.5,174.3,67.9,37.9,1330.5,0.55,2,1,real_event,calibrated_climatological
Jiribam,Manipur,25.1775,93.0123,2012-06-03,101.9,242.5,399.1,73.4,29.7,800.7,0.38,2,1,real_event,calibrated_climatological
Silchar,Assam,25.1175,92.8573,2012-06-03,56.6,151.1,320.2,84.3,8.0,50.7,0.52,1,1,real_event,calibrated_climatological
Kamjong,Manipur,24.7907,96.2872,2012-06-05,85.5,186.0,293.6,63.2,34.4,1326.7,0.49,2,0,real_negative_sample,calibrated_climatological
Pasighat,Arunachal Pradesh,29.2409,95.9761,2012-06-06,81.2,159.7,300.4,95.0,40.5,244.7,0.46,2,1,real_event,calibrated_climatological
Tura,Meghalaya,25.2452,90.5414,2012-06-06,56.8,131.3,258.6,63.8,37.5,365.8,0.49,3,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,27.1748,88.6458,2012-06-07,106.4,197.9,319.8,64.7,16.4,75.0,0.49,1,1,real_event,calibrated_climatological
Goalpara,Assam,27.7565,88.632,2012-06-07,74.0,149.8,267.4,71.3,12.3,171.1,0.56,1,1,real_event,calibrated_climatological
Goalpara,Assam,27.5546,90.5065,2012-06-09,28.8,85.5,163.2,69.1,5.0,110.4,0.6,1,0,real_negative_sample,calibrated_climatological
Tamenglong,Manipur,24.8142,93.5444,2012-06-10,34.7,114.7,210.9,66.0,36.1,1363.2,0.47,2,1,real_event,calibrated_climatological
West Garo Hills,Meghalaya,24.2099,88.4223,2012-06-11,51.4,119.3,180.1,60.7,40.9,466.6,0.58,3,0,real_negative_sample,calibrated_climatological
Serchhip,Mizoram,23.4216,92.6985,2012-06-12,26.9,69.1,135.3,63.6,17.9,914.3,0.4,2,0,real_negative_sample,calibrated_climatological
Shillong,Meghalaya,25.5498,92.0757,2012-06-13,39.5,104.1,214.4,61.8,8.0,1604.5,0.43,3,1,real_event,calibrated_climatological
Karimganj,Assam,25.0951,92.3567,2012-06-13,142.5,356.8,697.4,59.3,19.3,20.0,0.56,1,1,real_event,calibrated_climatological
Goalpara,Assam,27.339,88.6065,2012-06-14,57.9,146.5,317.0,78.8,10.8,20.0,0.48,1,1,real_event,calibrated_climatological
Goalpara,Assam,29.0557,90.6897,2012-06-15,64.2,148.4,273.0,60.4,6.3,20.0,0.53,1,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,26.0737,91.0171,2012-06-15,125.4,205.6,359.3,42.9,7.1,20.0,0.53,1,0,real_negative_sample,calibrated_climatological
Guwahati,Assam,26.9161,91.7864,2012-06-17,78.6,171.6,339.9,77.5,11.0,146.6,0.57,1,0,real_negative_sample,calibrated_climatological
West Garo Hills,Meghalaya,25.928,89.0418,2012-06-18,77.1,165.4,257.9,68.5,37.8,330.9,0.66,3,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,26.7142,90.0311,2012-06-18,29.3,80.6,125.7,63.7,18.4,25.1,0.57,1,0,real_negative_sample,calibrated_climatological
West Garo Hills,Meghalaya,25.967,88.623,2012-06-18,31.6,61.3,130.4,64.2,40.0,490.5,0.61,3,0,real_negative_sample,calibrated_climatological
Guwahati,Assam,26.149,91.7351,2012-06-20,137.2,278.9,403.5,84.8,12.0,20.0,0.56,1,1,real_event,calibrated_climatological
Guwahati,Assam,26.1226,91.7162,2012-06-22,147.9,264.4,461.6,51.3,8.0,20.0,0.41,1,1,real_event,calibrated_climatological
Thoubal,Manipur,23.9798,94.7703,2012-06-23,20.3,67.7,114.3,64.4,18.7,761.6,0.47,1,0,real_negative_sample,calibrated_climatological
Hailakandi,Assam,24.6082,92.4128,2012-06-23,69.1,137.0,270.5,67.9,10.3,20.0,0.6,1,0,real_negative_sample,calibrated_climatological
Lunglei,Mizoram,22.3312,91.8252,2012-06-24,133.4,254.5,388.6,84.4,38.4,1041.2,0.64,2,1,real_event,calibrated_climatological
Longding,Arunachal Pradesh,27.174,95.8011,2012-06-25,50.9,134.6,301.0,66.9,39.7,952.4,0.52,2,1,real_event,calibrated_climatological
Longding,Arunachal Pradesh,26.9986,95.4993,2012-06-25,91.4,205.6,413.8,69.8,45.6,1018.2,0.35,2,1,real_event,calibrated_climatological
Agartala,Tripura,23.4611,90.7957,2012-06-25,88.3,202.3,326.7,60.9,6.1,23.0,0.49,1,0,real_negative_sample,calibrated_climatological
Guwahati,Assam,26.1049,91.7369,2012-06-25,113.5,233.6,441.9,76.2,18.1,20.0,0.4,1,1,real_event,calibrated_climatological
Agartala,Tripura,22.8088,88.278,2012-06-28,101.7,202.3,383.3,78.1,5.0,168.5,0.58,1,0,real_negative_sample,calibrated_climatological
Tura,Meghalaya,24.2434,89.6499,2012-07-02,56.0,136.2,205.9,65.8,34.1,346.9,0.64,3,0,real_negative_sample,calibrated_climatological
Agartala,Tripura,22.4402,89.6088,2012-07-03,72.5,168.2,337.9,57.1,19.5,58.4,0.59,1,0,real_negative_sample,calibrated_climatological
Kamjong,Manipur,22.9004,96.7497,2012-07-03,22.2,50.4,106.2,60.3,31.3,1108.8,0.48,2,0,real_negative_sample,calibrated_climatological
Upper Siang,Arunachal Pradesh,28.9986,94.8885,2012-07-05,105.3,245.5,386.0,64.4,34.2,1631.5,0.51,2,1,real_event,calibrated_climatological
Agartala,Tripura,23.8116,91.8201,2012-07-07,16.8,47.0,91.4,73.6,14.8,20.0,0.41,1,0,real_negative_sample,calibrated_climatological
Upper Siang,Arunachal Pradesh,28.9025,94.2183,2012-07-08,79.7,177.3,281.5,84.5,33.8,1640.7,0.43,2,0,real_negative_sample,calibrated_climatological
Dibrugarh,Assam,27.6841,95.104,2012-07-08,67.5,110.9,223.1,88.1,7.9,112.4,0.62,1,0,real_negative_sample,calibrated_climatological
Tura,Meghalaya,24.4589,90.1919,2012-07-08,47.8,113.3,185.0,48.7,36.8,353.7,0.54,3,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,25.941,90.5878,2012-07-13,21.0,47.8,110.0,68.5,13.1,20.0,0.49,1,0,real_negative_sample,calibrated_climatological
Kamjong,Manipur,24.0171,95.693,2012-07-14,34.5,77.7,133.4,68.8,40.4,1218.1,0.5,2,0,real_negative_sample,calibrated_climatological
Champhai,Mizoram,22.5194,95.9578,2012-07-14,31.1,78.2,142.8,64.4,29.3,1086.0,0.59,2,0,real_negative_sample,calibrated_climatological
Agartala,Tripura,22.5984,91.2842,2012-07-15,54.8,111.8,194.2,61.3,8.4,46.4,0.56,1,0,real_negative_sample,calibrated_climatological
Anjaw,Arunachal Pradesh,28.4818,96.8422,2012-07-17,54.9,134.2,238.2,45.5,42.2,2022.2,0.59,2,0,real_negative_sample,calibrated_climatological
Kamjong,Manipur,25.3661,96.9945,2012-07-19,48.0,124.8,228.8,53.7,34.3,1024.2,0.43,2,0,real_negative_sample,calibrated_climatological
West Garo Hills,Meghalaya,26.8546,88.3373,2012-07-19,136.5,332.6,643.7,74.1,39.3,336.2,0.42,3,1,real_event,calibrated_climatological
Dimapur,Nagaland,25.6557,93.7665,2012-07-23,40.5,72.6,107.5,70.9,5.0,123.3,0.71,1,0,real_negative_sample,calibrated_climatological
Jiribam,Manipur,24.3651,93.1767,2012-07-24,45.8,123.4,224.8,74.4,22.1,837.9,0.6,2,0,real_negative_sample,calibrated_climatological
Champhai,Mizoram,23.5572,94.3167,2012-07-27,82.5,167.5,243.5,75.8,32.5,1025.5,0.53,2,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,27.6486,90.4682,2012-07-27,84.9,177.9,249.8,66.5,7.2,79.2,0.37,1,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,27.1254,91.1884,2012-07-28,51.6,106.1,186.2,65.4,5.0,23.0,0.42,1,0,real_negative_sample,calibrated_climatological
Saiha,Mizoram,22.4194,93.3983,2012-08-07,105.8,257.5,455.9,62.2,31.0,843.5,0.32,2,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,25.9667,90.9301,2012-08-08,17.8,47.5,88.6,55.7,8.1,130.1,0.61,1,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,27.5289,90.2611,2012-08-08,145.0,322.2,470.8,52.0,9.3,63.7,0.47,1,0,real_negative_sample,calibrated_climatological
Agartala,Tripura,22.8138,90.4788,2012-08-12,34.3,87.4,176.8,89.6,17.1,20.0,0.4,1,0,real_negative_sample,calibrated_climatological
Nongstoin,Meghalaya,24.8301,90.9022,2012-08-18,61.9,127.2,208.5,45.1,49.4,1372.0,0.58,3,0,real_negative_sample,calibrated_climatological
Lakhimpur,Assam,28.3635,93.4602,2012-08-20,8.0,37.3,82.1,71.3,19.3,115.9,0.57,1,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,28.3697,90.3979,2012-08-23,43.2,112.2,182.3,74.0,6.3,28.3,0.59,1,0,real_negative_sample,calibrated_climatological
Agartala,Tripura,23.0651,89.3649,2012-08-24,90.6,174.3,270.2,74.8,5.0,99.3,0.66,1,0,real_negative_sample,calibrated_climatological
West Garo Hills,Meghalaya,25.8311,89.6764,2012-08-26,65.0,134.7,190.0,62.7,35.3,281.2,0.52,3,0,real_negative_sample,calibrated_climatological
Champhai,Mizoram,22.8408,93.5984,2012-08-27,61.8,122.2,203.6,59.0,24.1,1029.8,0.47,2,0,real_negative_sample,calibrated_climatological
Anjaw,Arunachal Pradesh,29.1191,96.4504,2012-08-28,9.6,40.5,83.3,62.0,41.1,2051.3,0.55,2,0,real_negative_sample,calibrated_climatological
Itanagar,Arunachal Pradesh,28.6196,91.6432,2012-09-01,67.5,142.7,284.0,67.0,35.8,428.9,0.53,2,0,real_negative_sample,calibrated_climatological
Kamjong,Manipur,23.1486,96.285,2012-09-02,18.1,44.3,88.3,78.1,32.1,1191.8,0.67,2,0,real_negative_sample,calibrated_climatological
Agartala,Tripura,23.6148,89.0446,2012-09-04,54.4,115.9,225.6,73.3,15.1,45.7,0.5,1,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,28.8817,91.0005,2012-09-04,31.7,68.4,122.7,54.4,5.0,125.0,0.58,1,0,real_negative_sample,calibrated_climatological
Itanagar,Arunachal Pradesh,28.3673,92.5151,2012-09-07,68.5,113.5,218.7,76.5,39.0,344.8,0.57,2,0,real_negative_sample,calibrated_climatological
Kamjong,Manipur,25.1693,94.6044,2012-09-12,54.1,125.1,224.5,64.0,35.1,1079.4,0.53,2,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,27.0377,88.3603,2012-09-14,35.2,102.6,206.4,71.8,10.1,20.0,0.35,1,1,real_event,calibrated_climatological
Goalpara,Assam,27.5205,89.7466,2012-09-14,124.9,309.3,613.9,67.1,10.7,146.7,0.54,1,1,real_event,calibrated_climatological
Goalpara,Assam,26.8597,89.3903,2012-09-15,60.0,163.1,334.7,78.2,13.1,21.0,0.6,1,1,real_event,calibrated_climatological
Goalpara,Assam,27.1675,88.3651,2012-09-16,53.1,133.2,271.8,76.5,8.0,20.0,0.43,1,1,real_event,calibrated_climatological
Tamenglong,Manipur,24.9001,93.4551,2012-09-16,30.7,91.4,192.7,52.6,39.6,1144.9,0.54,2,0,real_negative_sample,calibrated_climatological
Kamjong,Manipur,24.8814,94.8376,2012-09-17,19.9,45.0,113.1,69.0,31.4,1070.7,0.55,2,0,real_negative_sample,calibrated_climatological
Agartala,Tripura,22.631,88.3712,2012-09-18,18.4,62.6,124.1,71.4,20.1,77.7,0.6,1,0,real_negative_sample,calibrated_climatological
Pasighat,Arunachal Pradesh,27.8458,95.2253,2012-09-19,31.7,73.7,187.5,93.7,39.6,148.0,0.46,2,1,real_event,calibrated_climatological
Goalpara,Assam,27.6558,88.605,2012-09-19,18.8,44.3,94.0,79.2,8.0,114.2,0.71,1,1,real_event,calibrated_climatological
Goalpara,Assam,27.8385,88.556,2012-09-19,89.6,174.6,369.8,86.8,8.0,20.0,0.37,1,1,real_event,calibrated_climatological
West Garo Hills,Meghalaya,26.8016,88.0499,2012-10-01,24.2,68.2,132.2,65.9,40.5,310.4,0.54,3,1,real_event,calibrated_climatological
Agartala,Tripura,23.4389,89.5626,2012-10-15,34.8,76.2,167.7,81.9,7.3,20.0,0.46,1,0,real_negative_sample,calibrated_climatological
Champhai,Mizoram,22.7914,96.0908,2012-10-19,5.0,36.9,83.5,71.3,27.3,937.1,0.75,2,0,real_negative_sample,calibrated_climatological
Kamjong,Manipur,24.5945,96.2327,2012-10-26,12.3,32.5,93.6,64.7,20.3,1295.4,0.69,2,0,real_negative_sample,calibrated_climatological
Agartala,Tripura,22.3998,88.6061,2012-10-26,36.4,92.8,142.1,60.5,8.7,20.0,0.6,1,0,real_negative_sample,calibrated_climatological
Mamit,Mizoram,23.7705,92.5217,2012-11-11,32.0,98.9,184.3,71.0,32.3,839.1,0.46,2,1,real_event,calibrated_climatological
West Garo Hills,Meghalaya,24.7264,89.3657,2012-12-14,10.0,43.6,91.8,47.1,43.4,373.4,0.56,3,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,26.7574,89.5022,2012-12-17,30.9,69.9,130.2,57.3,8.7,74.5,0.68,1,0,real_negative_sample,calibrated_climatological
Kamjong,Manipur,23.2796,96.6797,2013-01-28,24.2,69.5,130.3,56.5,25.1,1207.5,0.58,2,0,real_negative_sample,calibrated_climatological
Lunglei,Mizoram,22.6205,91.6591,2013-01-30,21.7,61.8,135.9,61.3,41.1,1015.7,0.48,2,1,real_event,calibrated_climatological
Upper Siang,Arunachal Pradesh,28.1193,95.1645,2013-02-18,21.3,68.4,166.9,80.1,54.8,1673.9,0.51,2,1,real_event,calibrated_climatological
Thoubal,Manipur,23.9427,94.9789,2013-02-26,7.7,40.8,94.3,71.0,12.0,923.6,0.58,1,0,real_negative_sample,calibrated_climatological
Tezu,Arunachal Pradesh,28.8254,96.1509,2013-04-07,26.7,68.0,133.9,85.4,19.6,220.5,0.53,1,1,real_event,calibrated_climatological
Agartala,Tripura,22.5231,90.4829,2013-04-10,17.1,54.9,87.6,71.3,5.0,130.1,0.62,1,0,real_negative_sample,calibrated_climatological
Churachandpur,Manipur,23.966,94.3065,2013-04-13,18.7,46.1,95.8,62.4,35.9,935.6,0.46,2,0,real_negative_sample,calibrated_climatological
Itanagar,Arunachal Pradesh,27.1514,92.7526,2013-04-14,15.2,47.1,118.2,69.4,30.2,318.4,0.33,2,0,real_negative_sample,calibrated_climatological
Champhai,Mizoram,23.6855,94.0376,2013-04-27,2.4,18.5,56.6,71.7,26.8,970.7,0.54,2,0,real_negative_sample,calibrated_climatological
Guwahati,Assam,27.5765,91.2685,2013-04-28,19.6,47.4,112.7,62.8,5.0,110.9,0.66,1,0,real_negative_sample,calibrated_climatological
Champhai,Mizoram,23.2344,94.8168,2013-05-06,82.8,155.6,305.0,64.3,24.2,1032.7,0.34,2,0,real_negative_sample,calibrated_climatological
Kolasib,Mizoram,24.2315,92.6755,2013-05-07,8.0,39.9,109.9,63.5,24.8,579.9,0.51,2,1,real_event,calibrated_climatological
Agartala,Tripura,24.0896,91.4663,2013-05-08,97.0,250.1,358.8,70.6,14.0,20.0,0.59,1,1,real_event,calibrated_climatological
Aizawl,Mizoram,23.7281,92.7175,2013-05-11,94.8,206.9,324.6,84.1,37.6,1236.9,0.57,2,1,real_event,calibrated_climatological
Guwahati,Assam,26.1662,91.7138,2013-05-11,92.0,211.1,426.4,63.4,9.2,20.0,0.52,1,1,real_event,calibrated_climatological
Guwahati,Assam,26.1771,91.7599,2013-05-11,115.6,291.5,511.3,79.2,8.0,20.0,0.52,1,1,real_event,calibrated_climatological
Guwahati,Assam,26.1016,91.6906,2013-05-11,59.0,148.1,219.8,71.7,8.0,20.0,0.5,1,1,real_event,calibrated_climatological
Tamenglong,Manipur,24.9926,93.4946,2013-05-12,78.3,194.6,349.7,78.1,45.6,1279.8,0.54,2,1,real_event,calibrated_climatological
Guwahati,Assam,26.7997,91.2583,2013-06-01,77.5,166.7,225.6,76.9,5.6,20.0,0.67,1,0,real_negative_sample,calibrated_climatological
Lakhimpur,Assam,27.8776,94.25,2013-06-01,58.4,157.7,249.5,80.4,16.5,88.6,0.52,1,1,real_event,calibrated_climatological
Mokokchung,Nagaland,26.0977,94.7499,2013-06-07,119.7,225.2,445.6,83.4,29.0,1386.9,0.48,3,1,real_event,calibrated_climatological
Mokokchung,Nagaland,26.0977,94.7031,2013-06-07,25.4,71.1,181.2,90.5,29.3,1565.9,0.42,3,1,real_event,calibrated_climatological
Goalpara,Assam,27.3721,88.708,2013-06-08,88.2,185.8,322.6,78.9,16.9,20.0,0.48,1,1,real_event,calibrated_climatological
West Garo Hills,Meghalaya,24.0677,88.4698,2013-06-09,125.8,206.4,373.7,67.0,40.6,349.2,0.33,3,0,real_negative_sample,calibrated_climatological
Diphu,Assam,25.6195,93.0196,2013-06-12,80.2,182.8,331.0,55.1,23.5,260.7,0.61,1,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,27.5282,88.3061,2013-06-13,65.9,114.3,162.2,52.4,19.0,57.4,0.52,1,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,27.5664,89.3946,2013-06-23,31.6,79.9,149.8,62.1,7.8,101.0,0.52,1,0,real_negative_sample,calibrated_climatological
West Garo Hills,Meghalaya,25.992,88.8294,2013-06-23,37.7,89.4,183.2,63.3,40.6,328.6,0.5,3,0,real_negative_sample,calibrated_climatological
Dimapur,Nagaland,25.8775,93.8236,2013-06-24,64.3,157.0,236.2,55.5,5.3,207.6,0.55,1,0,real_negative_sample,calibrated_climatological
Agartala,Tripura,22.2419,88.2308,2013-06-25,36.2,82.4,141.4,70.8,5.0,20.0,0.44,1,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,27.3765,88.7628,2013-06-27,142.6,323.6,497.2,52.9,8.3,20.0,0.57,1,1,real_event,calibrated_climatological
Kamjong,Manipur,24.9393,95.3987,2013-06-27,22.2,48.1,118.1,69.3,31.5,1208.7,0.51,2,0,real_negative_sample,calibrated_climatological
Mokokchung,Nagaland,26.1147,94.3864,2013-07-01,69.5,187.7,347.8,57.9,26.1,1388.4,0.48,3,1,real_event,calibrated_climatological
Mokokchung,Nagaland,26.72,95.029,2013-07-01,85.5,211.0,382.5,69.4,40.1,1248.4,0.36,3,1,real_event,calibrated_climatological
Agartala,Tripura,22.5961,88.6698,2013-07-04,99.1,209.9,338.2,53.4,5.2,20.0,0.5,1,0,real_negative_sample,calibrated_climatological
Dawki,Meghalaya,24.8391,91.9339,2013-07-06,96.4,180.6,315.1,80.9,37.5,446.1,0.46,3,0,real_negative_sample,calibrated_climatological
Dimapur,Nagaland,25.7127,93.7968,2013-07-06,8.0,25.6,55.6,63.7,5.0,277.7,0.45,1,0,real_negative_sample,calibrated_climatological
Jorhat,Assam,26.4813,93.6705,2013-07-07,34.5,88.9,164.9,73.1,9.3,77.8,0.59,1,0,real_negative_sample,calibrated_climatological
Kamjong,Manipur,24.8136,96.2872,2013-07-07,65.2,148.1,227.6,52.2,25.8,1205.6,0.64,2,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,27.611,89.967,2013-07-09,36.1,79.6,155.2,88.2,7.5,52.4,0.6,1,0,real_negative_sample,calibrated_climatological
Agartala,Tripura,23.7893,90.7818,2013-07-09,41.3,88.3,142.4,63.1,12.6,68.5,0.42,1,0,real_negative_sample,calibrated_climatological
Itanagar,Arunachal Pradesh,28.6815,92.6494,2013-07-11,95.9,159.9,329.7,68.7,34.9,338.4,0.47,2,0,real_negative_sample,calibrated_climatological
Kohima,Nagaland,25.616,94.1167,2013-07-12,38.6,106.7,171.3,71.2,30.7,1402.0,0.43,3,1,real_event,calibrated_climatological
Kohima,Nagaland,25.6269,94.1139,2013-07-12,64.6,132.9,262.7,82.4,34.1,1483.7,0.39,3,1,real_event,calibrated_climatological
Upper Siang,Arunachal Pradesh,29.17,93.5574,2013-07-13,100.7,230.0,303.9,77.2,41.0,1720.5,0.48,2,0,real_negative_sample,calibrated_climatological
West Garo Hills,Meghalaya,25.3801,89.9824,2013-07-13,67.3,112.4,206.0,55.8,43.0,267.5,0.75,3,0,real_negative_sample,calibrated_climatological
Anjaw,Arunachal Pradesh,28.8368,96.542,2013-07-14,55.7,131.8,272.2,67.3,42.3,1903.8,0.59,2,0,real_negative_sample,calibrated_climatological
Itanagar,Arunachal Pradesh,27.0829,93.4134,2013-07-14,94.0,223.2,389.7,68.7,41.4,462.5,0.63,2,0,real_negative_sample,calibrated_climatological
Anjaw,Arunachal Pradesh,27.8381,96.7839,2013-07-15,80.0,171.5,290.4,53.9,32.1,2161.2,0.51,2,0,real_negative_sample,calibrated_climatological
Kohima,Nagaland,25.6269,94.1139,2013-07-15,96.2,252.2,488.5,68.4,31.7,1343.8,0.61,3,1,real_event,calibrated_climatological
Guwahati,Assam,26.2576,91.6745,2013-07-15,37.8,104.6,197.5,66.4,10.7,22.5,0.35,1,0,real_negative_sample,calibrated_climatological
Karimganj,Assam,25.0417,92.4824,2013-07-16,46.3,98.4,189.6,67.4,7.7,20.0,0.52,1,0,real_negative_sample,calibrated_climatological
Kohima,Nagaland,25.7131,94.0885,2013-07-17,106.5,195.4,406.7,64.9,35.5,1515.5,0.68,3,1,real_event,calibrated_climatological
Kohima,Nagaland,25.7658,93.9413,2013-07-17,49.5,110.5,245.1,76.4,28.6,1296.7,0.52,3,1,real_event,calibrated_climatological
West Garo Hills,Meghalaya,25.7368,88.4407,2013-07-20,45.4,98.0,159.6,67.9,28.1,278.2,0.37,3,0,real_negative_sample,calibrated_climatological
Longding,Arunachal Pradesh,27.0328,96.1479,2013-07-21,20.9,58.9,127.7,74.3,32.8,866.1,0.61,2,0,real_negative_sample,calibrated_climatological
Champhai,Mizoram,22.4075,96.561,2013-07-25,22.3,66.6,150.8,45.8,27.1,1195.2,0.37,2,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,26.043,90.6455,2013-07-26,41.3,81.7,145.3,67.5,5.2,89.8,0.58,1,0,real_negative_sample,calibrated_climatological
Tinsukia,Assam,27.6286,95.4629,2013-07-26,90.1,185.9,284.0,71.0,16.1,156.9,0.51,1,0,real_negative_sample,calibrated_climatological
Lunglei,Mizoram,22.3521,91.8151,2013-07-28,79.4,165.8,285.7,73.2,43.9,905.6,0.59,2,1,real_event,calibrated_climatological
Itanagar,Arunachal Pradesh,27.8837,93.0515,2013-08-01,129.0,301.1,564.0,69.0,39.0,274.1,0.3,2,1,real_event,calibrated_climatological
Upper Siang,Arunachal Pradesh,28.3725,94.1842,2013-08-02,13.1,46.1,85.5,56.1,39.2,1576.4,0.53,2,0,real_negative_sample,calibrated_climatological
Phek,Nagaland,25.8376,94.5234,2013-08-04,56.1,120.3,208.9,72.0,34.4,1336.3,0.51,3,1,real_event,calibrated_climatological
Mokokchung,Nagaland,26.284,94.5808,2013-08-04,102.1,270.4,500.7,78.8,47.5,1312.5,0.56,3,1,real_event,calibrated_climatological
Mokokchung,Nagaland,26.0137,94.5163,2013-08-04,26.2,74.5,132.4,83.1,27.2,1207.5,0.41,3,1,real_event,calibrated_climatological
Mokokchung,Nagaland,26.1807,94.5497,2013-08-04,75.0,192.8,353.9,60.5,28.9,1298.3,0.64,3,1,real_event,calibrated_climatological
Mokokchung,Nagaland,26.1498,94.6055,2013-08-04,107.0,194.8,412.5,85.9,22.4,1323.7,0.58,3,1,real_event,calibrated_climatological
Mokokchung,Nagaland,26.0838,94.564,2013-08-04,54.4,149.4,271.9,73.1,26.0,1201.2,0.4,3,1,real_event,calibrated_climatological
Mokokchung,Nagaland,26.0481,94.4619,2013-08-04,60.1,145.2,298.6,69.1,28.9,1291.1,0.54,3,1,real_event,calibrated_climatological
Mokokchung,Nagaland,26.2083,94.5438,2013-08-04,64.4,130.7,251.1,67.0,31.1,1405.2,0.39,3,1,real_event,calibrated_climatological
Phek,Nagaland,25.6133,95.1151,2013-08-07,66.5,136.6,203.8,66.1,22.5,1611.7,0.4,3,0,real_negative_sample,calibrated_climatological
Senapati,Manipur,25.318,94.0441,2013-08-09,35.7,84.6,181.5,72.1,33.0,1478.3,0.42,2,1,real_event,calibrated_climatological
Guwahati,Assam,26.6778,91.5414,2013-08-11,43.1,85.6,137.2,60.6,9.1,20.0,0.38,1,0,real_negative_sample,calibrated_climatological
